target,feature,spearman_rho,p_value,n,abs_rho,q_value_bh
delta_v2_lcc_minus_v2_raw_dice,clinical_last_post_time_s,-0.017700169095463868,0.6891908227128594,513,0.017700169095463868,0.7466233912722643
delta_v2_lcc_minus_v2_raw_dice,kin_gt_washout_index,0.01764992197373499,0.6863127837244304,526,0.01764992197373499,0.7466233912722643
delta_v2_lcc_minus_v2_raw_dice,kin_gt_max_enh,0.01687367798508695,0.6994230581815732,526,0.01687367798508695,0.750756860616918
delta_v2_lcc_minus_v2_raw_dice,kin_gt_late_slope,0.016499418327248917,0.7822765624435852,283,0.016499418327248917,0.8099677681938006
delta_v2_lcc_minus_v2_raw_dice,late_t_s,-0.014349118780785944,0.7426647546790672,526,0.014349118780785944,0.7802004302043885
delta_v2_lcc_minus_v2_raw_dice,kin_late_t_s,-0.014349118780785944,0.7426647546790672,526,0.014349118780785944,0.7802004302043885
delta_v2_lcc_minus_v2_raw_dice,voxel_volume_mm3,-0.014106928897658142,0.7468585314777052,526,0.014106928897658142,0.7802004302043885
delta_v2_lcc_minus_v2_raw_dice,kin_gt_auc_enh,0.011582670294527959,0.7909926182728086,526,0.011582670294527959,0.8118082134905141
delta_v2_lcc_minus_v2_raw_dice,kin_fg_voxels,0.006385286884994331,0.8838442872643495,526,0.006385286884994331,0.8992154922602512
delta_v2_lcc_minus_v2_raw_dice,kin_tumor_to_fg_max_enh_diff,-0.0033179393295082803,0.9394866560518674,526,0.0033179393295082803,0.9475856789488663
delta_v2_lcc_minus_v2_raw_dice,kin_selected_score,-0.0027014489080757196,0.9507614873587891,525,0.0027014489080757196,0.9507614873587892
v2_lcc_dice,v2_raw_largest_component_fraction,0.40898328683073504,1.2554863987034618e-22,526,0.40898328683073504,1.4689190864830503e-20
v2_lcc_dice,v1_raw_largest_component_fraction,0.3859852681832399,3.9309869187048487e-20,526,0.3859852681832399,2.2996273474423364e-18
v2_lcc_dice,v2_raw_n_components,-0.36312873607735685,7.707696295548467e-18,526,0.36312873607735685,2.2545011664479266e-16
v2_lcc_dice,kin_n_components,-0.36312873607735685,7.707696295548467e-18,526,0.36312873607735685,2.2545011664479266e-16
v2_lcc_dice,v1_raw_n_components,-0.35727210422896244,2.7889723719261254e-17,526,0.35727210422896244,6.526195350307133e-16
v2_lcc_dice,v2_raw_pred_to_gt_vol_ratio,-0.3403146644210633,9.965958563236284e-16,526,0.3403146644210633,1.9433619198310753e-14
v2_lcc_dice,v1_raw_pred_to_gt_vol_ratio,-0.3390546313641736,1.2888093343978465e-15,526,0.3390546313641736,2.1541527446364008e-14
v2_lcc_dice,v2_raw_second_largest_component_fraction,-0.3340334091287523,3.5493695432872106e-15,526,0.3340334091287523,5.1909529570575456e-14
v2_lcc_dice,v2_small50_pred_to_gt_vol_ratio,-0.33297139424280575,4.387112754980511e-15,526,0.33297139424280575,5.703246581474664e-14
v2_lcc_dice,v2_small100_pred_to_gt_vol_ratio,-0.3314603289758797,5.922481807795025e-15,526,0.3314603289758797,6.929303715120179e-14
v2_lcc_dice,v1_small50_pred_to_gt_vol_ratio,-0.33090748007910553,6.607016457463994e-15,526,0.33090748007910553,7.027462959302612e-14
v2_lcc_dice,v1_small100_pred_to_gt_vol_ratio,-0.3301983966621377,7.59958945047743e-15,526,0.3301983966621377,7.409599714215493e-14
